subject_slug,topic_id,topic_name,qa_file,question_count,difficulty_mix,batch_id,depends_on_batches,status,review_state,owner,notes
igcse-biology-0610,1.1,Characteristics of living organisms,qa-question-level/1-1-characteristics-of-living-organisms-q01.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-1.1-01
igcse-biology-0610,1.1,Characteristics of living organisms,qa-question-level/1-1-characteristics-of-living-organisms-q02.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-1.1-02
igcse-biology-0610,1.1,Characteristics of living organisms,qa-question-level/1-1-characteristics-of-living-organisms-q03.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-1.1-03
igcse-biology-0610,1.1,Characteristics of living organisms,qa-question-level/1-1-characteristics-of-living-organisms-q04.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-1.1-04
igcse-biology-0610,1.1,Characteristics of living organisms,qa-question-level/1-1-characteristics-of-living-organisms-q05.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-1.1-05
igcse-biology-0610,1.1,Characteristics of living organisms,qa-question-level/1-1-characteristics-of-living-organisms-q06.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-1.1-06
igcse-biology-0610,1.1,Characteristics of living organisms,qa-question-level/1-1-characteristics-of-living-organisms-q07.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-1.1-07
igcse-biology-0610,1.1,Characteristics of living organisms,qa-question-level/1-1-characteristics-of-living-organisms-q08.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-1.1-08
igcse-biology-0610,1.1,Characteristics of living organisms,qa-question-level/1-1-characteristics-of-living-organisms-q09.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-1.1-09
igcse-biology-0610,1.2,"Classification: kingdoms, binomial system",qa-question-level/1-2-classification-kingdoms-binomial-q01.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-1.2-01
igcse-biology-0610,1.2,"Classification: kingdoms, binomial system",qa-question-level/1-2-classification-kingdoms-binomial-q02.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-1.2-02
igcse-biology-0610,1.2,"Classification: kingdoms, binomial system",qa-question-level/1-2-classification-kingdoms-binomial-q03.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-1.2-03
igcse-biology-0610,1.2,"Classification: kingdoms, binomial system",qa-question-level/1-2-classification-kingdoms-binomial-q04.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-1.2-04
igcse-biology-0610,1.2,"Classification: kingdoms, binomial system",qa-question-level/1-2-classification-kingdoms-binomial-q05.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-1.2-05
igcse-biology-0610,1.2,"Classification: kingdoms, binomial system",qa-question-level/1-2-classification-kingdoms-binomial-q06.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-1.2-06
igcse-biology-0610,1.2,"Classification: kingdoms, binomial system",qa-question-level/1-2-classification-kingdoms-binomial-q07.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-1.2-07
igcse-biology-0610,1.2,"Classification: kingdoms, binomial system",qa-question-level/1-2-classification-kingdoms-binomial-q08.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-1.2-08
igcse-biology-0610,1.2,"Classification: kingdoms, binomial system",qa-question-level/1-2-classification-kingdoms-binomial-q09.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-1.2-09
igcse-biology-0610,10.1,Pathogens and disease transmission,qa-question-level/10-1-pathogens-disease-transmission-q01.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-10.1-01
igcse-biology-0610,10.1,Pathogens and disease transmission,qa-question-level/10-1-pathogens-disease-transmission-q02.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-10.1-02
igcse-biology-0610,10.1,Pathogens and disease transmission,qa-question-level/10-1-pathogens-disease-transmission-q03.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-10.1-03
igcse-biology-0610,10.1,Pathogens and disease transmission,qa-question-level/10-1-pathogens-disease-transmission-q04.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-10.1-04
igcse-biology-0610,10.1,Pathogens and disease transmission,qa-question-level/10-1-pathogens-disease-transmission-q05.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-10.1-05
igcse-biology-0610,10.1,Pathogens and disease transmission,qa-question-level/10-1-pathogens-disease-transmission-q06.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-10.1-06
igcse-biology-0610,10.1,Pathogens and disease transmission,qa-question-level/10-1-pathogens-disease-transmission-q07.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-10.1-07
igcse-biology-0610,10.1,Pathogens and disease transmission,qa-question-level/10-1-pathogens-disease-transmission-q08.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-10.1-08
igcse-biology-0610,10.1,Pathogens and disease transmission,qa-question-level/10-1-pathogens-disease-transmission-q09.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-10.1-09
igcse-biology-0610,10.2,Defence mechanisms and immunity,qa-question-level/10-2-defence-mechanisms-immunity-q01.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-10.2-01
igcse-biology-0610,10.2,Defence mechanisms and immunity,qa-question-level/10-2-defence-mechanisms-immunity-q02.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-10.2-02
igcse-biology-0610,10.2,Defence mechanisms and immunity,qa-question-level/10-2-defence-mechanisms-immunity-q03.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-10.2-03
igcse-biology-0610,10.2,Defence mechanisms and immunity,qa-question-level/10-2-defence-mechanisms-immunity-q04.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-10.2-04
igcse-biology-0610,10.2,Defence mechanisms and immunity,qa-question-level/10-2-defence-mechanisms-immunity-q05.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-10.2-05
igcse-biology-0610,10.2,Defence mechanisms and immunity,qa-question-level/10-2-defence-mechanisms-immunity-q06.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-10.2-06
igcse-biology-0610,10.2,Defence mechanisms and immunity,qa-question-level/10-2-defence-mechanisms-immunity-q07.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-10.2-07
igcse-biology-0610,10.2,Defence mechanisms and immunity,qa-question-level/10-2-defence-mechanisms-immunity-q08.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-10.2-08
igcse-biology-0610,10.2,Defence mechanisms and immunity,qa-question-level/10-2-defence-mechanisms-immunity-q09.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-10.2-09
igcse-biology-0610,11.1,| 12.2 | Anaerobic respiration in humans and yeast,qa-question-level/11-1-gas-exchange-lungs-alveoli-q01.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-11.1-01
igcse-biology-0610,11.1,| 12.2 | Anaerobic respiration in humans and yeast,qa-question-level/11-1-gas-exchange-lungs-alveoli-q02.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-11.1-02
igcse-biology-0610,11.1,| 12.2 | Anaerobic respiration in humans and yeast,qa-question-level/11-1-gas-exchange-lungs-alveoli-q03.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-11.1-03
igcse-biology-0610,11.1,| 12.2 | Anaerobic respiration in humans and yeast,qa-question-level/11-1-gas-exchange-lungs-alveoli-q04.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-11.1-04
igcse-biology-0610,11.1,| 12.2 | Anaerobic respiration in humans and yeast,qa-question-level/11-1-gas-exchange-lungs-alveoli-q05.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-11.1-05
igcse-biology-0610,11.1,| 12.2 | Anaerobic respiration in humans and yeast,qa-question-level/11-1-gas-exchange-lungs-alveoli-q06.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-11.1-06
igcse-biology-0610,11.1,| 12.2 | Anaerobic respiration in humans and yeast,qa-question-level/11-1-gas-exchange-lungs-alveoli-q07.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-11.1-07
igcse-biology-0610,11.1,| 12.2 | Anaerobic respiration in humans and yeast,qa-question-level/11-1-gas-exchange-lungs-alveoli-q08.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-11.1-08
igcse-biology-0610,11.1,| 12.2 | Anaerobic respiration in humans and yeast,qa-question-level/11-1-gas-exchange-lungs-alveoli-q09.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-11.1-09
igcse-biology-0610,11.2,Breathing mechanism and effects of exercise,qa-question-level/11-2-breathing-mechanism-exercise-q01.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-11.2-01
igcse-biology-0610,11.2,Breathing mechanism and effects of exercise,qa-question-level/11-2-breathing-mechanism-exercise-q02.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-11.2-02
igcse-biology-0610,11.2,Breathing mechanism and effects of exercise,qa-question-level/11-2-breathing-mechanism-exercise-q03.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-11.2-03
igcse-biology-0610,11.2,Breathing mechanism and effects of exercise,qa-question-level/11-2-breathing-mechanism-exercise-q04.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-11.2-04
igcse-biology-0610,11.2,Breathing mechanism and effects of exercise,qa-question-level/11-2-breathing-mechanism-exercise-q05.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-11.2-05
igcse-biology-0610,11.2,Breathing mechanism and effects of exercise,qa-question-level/11-2-breathing-mechanism-exercise-q06.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-11.2-06
igcse-biology-0610,11.2,Breathing mechanism and effects of exercise,qa-question-level/11-2-breathing-mechanism-exercise-q07.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-11.2-07
igcse-biology-0610,11.2,Breathing mechanism and effects of exercise,qa-question-level/11-2-breathing-mechanism-exercise-q08.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-11.2-08
igcse-biology-0610,11.2,Breathing mechanism and effects of exercise,qa-question-level/11-2-breathing-mechanism-exercise-q09.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-11.2-09
igcse-biology-0610,12.1,Aerobic respiration: equation and energy,qa-question-level/12-1-aerobic-respiration-equation-q01.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-12.1-01
igcse-biology-0610,12.1,Aerobic respiration: equation and energy,qa-question-level/12-1-aerobic-respiration-equation-q02.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-12.1-02
igcse-biology-0610,12.1,Aerobic respiration: equation and energy,qa-question-level/12-1-aerobic-respiration-equation-q03.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-12.1-03
igcse-biology-0610,12.1,Aerobic respiration: equation and energy,qa-question-level/12-1-aerobic-respiration-equation-q04.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-12.1-04
igcse-biology-0610,12.1,Aerobic respiration: equation and energy,qa-question-level/12-1-aerobic-respiration-equation-q05.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-12.1-05
igcse-biology-0610,12.1,Aerobic respiration: equation and energy,qa-question-level/12-1-aerobic-respiration-equation-q06.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-12.1-06
igcse-biology-0610,12.1,Aerobic respiration: equation and energy,qa-question-level/12-1-aerobic-respiration-equation-q07.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-12.1-07
igcse-biology-0610,12.1,Aerobic respiration: equation and energy,qa-question-level/12-1-aerobic-respiration-equation-q08.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-12.1-08
igcse-biology-0610,12.1,Aerobic respiration: equation and energy,qa-question-level/12-1-aerobic-respiration-equation-q09.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-12.1-09
igcse-biology-0610,12.2,,qa-question-level/12-2-anaerobic-respiration-humans-yeast-q01.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-12.2-01
igcse-biology-0610,12.2,,qa-question-level/12-2-anaerobic-respiration-humans-yeast-q02.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-12.2-02
igcse-biology-0610,12.2,,qa-question-level/12-2-anaerobic-respiration-humans-yeast-q03.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-12.2-03
igcse-biology-0610,12.2,,qa-question-level/12-2-anaerobic-respiration-humans-yeast-q04.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-12.2-04
igcse-biology-0610,12.2,,qa-question-level/12-2-anaerobic-respiration-humans-yeast-q05.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-12.2-05
igcse-biology-0610,12.2,,qa-question-level/12-2-anaerobic-respiration-humans-yeast-q06.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-12.2-06
igcse-biology-0610,12.2,,qa-question-level/12-2-anaerobic-respiration-humans-yeast-q07.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-12.2-07
igcse-biology-0610,12.2,,qa-question-level/12-2-anaerobic-respiration-humans-yeast-q08.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-12.2-08
igcse-biology-0610,12.2,,qa-question-level/12-2-anaerobic-respiration-humans-yeast-q09.md,1,Challenge,0610,,imported,pending,worker_course,Q-ID Q-12.2-09
igcse-biology-0610,13.1,Excretion: definition and organs,qa-question-level/13-1-excretion-definition-organs-q01.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-13.1-01
igcse-biology-0610,13.1,Excretion: definition and organs,qa-question-level/13-1-excretion-definition-organs-q02.md,1,Foundation,0610,,imported,pending,worker_course,Q-ID Q-13.1-02
igcse-biology-0610,13.1,Excretion: definition and organs,qa-question-level/13-1-excretion-definition-organs-q03.md,1,Standard,0610,,imported,pending,worker_course,Q-ID Q-13.1-03
