subject_slug,topic_id,topic_name,qa_file,question_count,difficulty_mix,batch_id,depends_on_batches,status,review_state,owner,notes
igcse-business-studies-0450,1.1,| 1.4 | Starting a new business: enterprise and entrepreneurs,qa-question-level/1-1-business-activity-and-adding-value-q01.md,1,Foundation,0450,,imported,pending,worker_course,Q-ID Q-1.1-01
igcse-business-studies-0450,1.1,| 1.4 | Starting a new business: enterprise and entrepreneurs,qa-question-level/1-1-business-activity-and-adding-value-q02.md,1,Foundation,0450,,imported,pending,worker_course,Q-ID Q-1.1-02
igcse-business-studies-0450,1.1,| 1.4 | Starting a new business: enterprise and entrepreneurs,qa-question-level/1-1-business-activity-and-adding-value-q03.md,1,Standard,0450,,imported,pending,worker_course,Q-ID Q-1.1-03
igcse-business-studies-0450,1.1,| 1.4 | Starting a new business: enterprise and entrepreneurs,qa-question-level/1-1-business-activity-and-adding-value-q04.md,1,Standard,0450,,imported,pending,worker_course,Q-ID Q-1.1-04
igcse-business-studies-0450,1.1,| 1.4 | Starting a new business: enterprise and entrepreneurs,qa-question-level/1-1-business-activity-and-adding-value-q05.md,1,Standard,0450,,imported,pending,worker_course,Q-ID Q-1.1-05
igcse-business-studies-0450,1.1,| 1.4 | Starting a new business: enterprise and entrepreneurs,qa-question-level/1-1-business-activity-and-adding-value-q06.md,1,Standard,0450,,imported,pending,worker_course,Q-ID Q-1.1-06
igcse-business-studies-0450,1.1,| 1.4 | Starting a new business: enterprise and entrepreneurs,qa-question-level/1-1-business-activity-and-adding-value-q07.md,1,Challenge,0450,,imported,pending,worker_course,Q-ID Q-1.1-07
igcse-business-studies-0450,1.1,| 1.4 | Starting a new business: enterprise and entrepreneurs,qa-question-level/1-1-business-activity-and-adding-value-q08.md,1,Challenge,0450,,imported,pending,worker_course,Q-ID Q-1.1-08
igcse-business-studies-0450,1.1,| 1.4 | Starting a new business: enterprise and entrepreneurs,qa-question-level/1-1-business-activity-and-adding-value-q09.md,1,Challenge,0450,,imported,pending,worker_course,Q-ID Q-1.1-09
igcse-business-studies-0450,1.1,| 1.4 | Starting a new business: enterprise and entrepreneurs,qa-question-level/1-1-business-activity-and-adding-value-q10.md,1,Foundation,0450,,imported,pending,worker_course,Q-ID Q-1.1-10
