subject_slug,topic_id,topic_name,qa_file,question_count,difficulty_mix,batch_id,depends_on_batches,status,review_state,owner,notes
igcse-accounting-0452,1.1,| 7.5 | Comprehensive scenario,qa-question-level/1-1-purpose-of-accounting-q-1.1-01.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.1-01
igcse-accounting-0452,1.1,| 7.5 | Comprehensive scenario,qa-question-level/1-1-purpose-of-accounting-q-1.1-02.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.1-02
igcse-accounting-0452,1.1,| 7.5 | Comprehensive scenario,qa-question-level/1-1-purpose-of-accounting-q-1.1-03.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.1-03
igcse-accounting-0452,1.1,| 7.5 | Comprehensive scenario,qa-question-level/1-1-purpose-of-accounting-q-1.1-04.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.1-04
igcse-accounting-0452,1.1,| 7.5 | Comprehensive scenario,qa-question-level/1-1-purpose-of-accounting-q-1.1-05.md,1,Standard,0452,,imported,passed,worker_course,Q-ID Q-1.1-05
igcse-accounting-0452,1.1,| 7.5 | Comprehensive scenario,qa-question-level/1-1-purpose-of-accounting-q-1.1-06.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.1-06
igcse-accounting-0452,1.1,| 7.5 | Comprehensive scenario,qa-question-level/1-1-purpose-of-accounting-q-1.1-07.md,1,Standard,0452,,imported,passed,worker_course,Q-ID Q-1.1-07
igcse-accounting-0452,1.1,| 7.5 | Comprehensive scenario,qa-question-level/1-1-purpose-of-accounting-q-1.1-08.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.1-08
igcse-accounting-0452,1.1,| 7.5 | Comprehensive scenario,qa-question-level/1-1-purpose-of-accounting-q-1.1-09.md,1,Standard,0452,,imported,passed,worker_course,Q-ID Q-1.1-09
igcse-accounting-0452,1.2,Users of accounting information,qa-question-level/1-2-users-of-accounting-q-1.2-01.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.2-01
igcse-accounting-0452,1.2,Users of accounting information,qa-question-level/1-2-users-of-accounting-q-1.2-02.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.2-02
igcse-accounting-0452,1.2,Users of accounting information,qa-question-level/1-2-users-of-accounting-q-1.2-03.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.2-03
igcse-accounting-0452,1.2,Users of accounting information,qa-question-level/1-2-users-of-accounting-q-1.2-04.md,1,Standard,0452,,imported,passed,worker_course,Q-ID Q-1.2-04
igcse-accounting-0452,1.2,Users of accounting information,qa-question-level/1-2-users-of-accounting-q-1.2-05.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.2-05
igcse-accounting-0452,1.2,Users of accounting information,qa-question-level/1-2-users-of-accounting-q-1.2-06.md,1,Standard,0452,,imported,passed,worker_course,Q-ID Q-1.2-06
igcse-accounting-0452,1.2,Users of accounting information,qa-question-level/1-2-users-of-accounting-q-1.2-07.md,1,Standard,0452,,imported,passed,worker_course,Q-ID Q-1.2-07
igcse-accounting-0452,1.2,Users of accounting information,qa-question-level/1-2-users-of-accounting-q-1.2-08.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.2-08
igcse-accounting-0452,1.2,Users of accounting information,qa-question-level/1-2-users-of-accounting-q-1.2-09.md,1,Challenge,0452,,imported,passed,worker_course,Q-ID Q-1.2-09
igcse-accounting-0452,1.3,| 4.2 | Depreciation: reducing balance method,qa-question-level/1-3-assets-liabilities-capital-q-1.3-01.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.3-01
igcse-accounting-0452,1.3,| 4.2 | Depreciation: reducing balance method,qa-question-level/1-3-assets-liabilities-capital-q-1.3-02.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.3-02
igcse-accounting-0452,1.3,| 4.2 | Depreciation: reducing balance method,qa-question-level/1-3-assets-liabilities-capital-q-1.3-03.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.3-03
igcse-accounting-0452,1.3,| 4.2 | Depreciation: reducing balance method,qa-question-level/1-3-assets-liabilities-capital-q-1.3-04.md,1,Foundation,0452,,imported,passed,worker_course,Q-ID Q-1.3-04
