topic_id,topic_name,unit,items_count,question_count,difficulty_mix,calculator_marked,status,notes
T01,Limit concepts & notation,U1,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T01
T02,Algebraic limits,U1,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T02
T03,Continuity at a point,U1,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T03
T04,IVT & asymptotes,U1,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T04
T05,Defining the derivative,U2,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T05
T06,Power & basic rules,U2,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T06
T07,Product,quotient,trig rules,U2,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T07
T08,Chain rule & inverse trig,U2,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T08
T09,Chain rule advanced,U3,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T09
T10,Implicit differentiation,U3,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T10
T11,Inverse & higher-order derivatives,U3,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T11
T12,Meaning of derivative & motion,U4,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T12
T13,Related rates,U4,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T13
T14,Linearization & L'Hôpital,U4,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T14
T15,MVT & extreme value theorem,U5,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T15
T16,Increasing/decreasing & 1st deriv test,U5,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T16
T17,Concavity & 2nd derivative test,U5,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T17
T18,Optimization,U5,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T18
T19,Riemann sums & definite integrals,U6,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T19
T20,Accumulation & FTC,U6,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T20
T21,Integration techniques,U6,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T21
T22,Differential equations basics,U7,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T22
T23,Growth,decay & applications,U7,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T23
T24,Applications of integration,U8,18,9,F:5|S:7|C:6,yes,submitted_for_review,Items 1-18 from T24
U1.1.1,极限的直观定义与符号,U1,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 1 subtopic items
U1.1.2,左右极限与极限存在条件,U1,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 1 subtopic items
